timestamp,speaker,words,tags,
,D,"My dad grew up in a small town, Kingsville, at that time it was a small town. And my dad wanted to be like a white man, he wanted to have the two cars, two houses, a wife and a mistress, so he forbid any Spanish speaking in the house. The only Spanish speaking my brother and I heard was when my parents were arguing and they didn't want us to know what they were arguing about. All Mexican food was forbidden, except for the American type, tacos, enchiladas, burritos, cause my mom, knew how to cook all that, she knew how to make homemade tortillas, you know the whole shot. So, he didn't want to have, nothing to do with them, I mean, even to do this day people kid around with me, some of the people that know you know I'm Hispanic, they'll say, you aren't Hispanic you're a coconut, and I'm like that's right, I'm brown on the outside white on the inside. I didn't grow up in a predominantly Hispanic, type culture. I grew up in Lakewood, Lakewood High, right around the corner was Lakewood country club, all my friends that I knew were, white. That's all I knew, didn't speak any Spanish, none of that stuff. I could understand some Spanish because, my grandma on my dad’s side didn't speak any English, and my grandfather on my mom's side didn't speak any English, so my grandma Alaniz even though she spoke some English, she would speak in Spanish. And of course, when grandma speaks you better know that she's saying, so if she says, ""ben para ka"" you better come cause you know, something's up. I knew enough to get me, to keep me out of trouble but that was about it, I didn't speak. And I remember taking Spanish in junior high and ended up getting kicked out of the class, because my mom helped me with my homework, and my mom speaks tex-mex, which is kind of a slang Spanish, and the Spanish teacher had said something about my mom. And I went off on her, and I got called to my principal's office, and then when my mom came by to pick me up and I told her my mom what this lady done, and then my mom went off on this Spanish lady, and I didn't have to go Spanish class anymore so ended up only had 6 periods instead of 7 so I got to take off early every day. I didn't get to, sometimes people say, ""Don't you ever want to learn Spanish?"" No, I have no desire, when I had my surgery, my step daughter said, ""That would be a good time for you to learn a second language, you get one of those Rosetta Stone, I'm not gonna learn any damn language."" If I'm gonna learn anything its sign language, so I bought some books, I knew how to do A B C, so I started learning that type of stuff, how to spell my name in sign, that type of stuff. And I, because I work with, Handicapable Adults, these are adults with Down syndrome or mental disability. I'm a Square Dance Caller, I learned how to be a square dance caller back in '93. I started working with these kids, they're adults a lot of them, but mentally their kids. And some of them, they communicate with sign because their vocabulary is not very good. They can understand me, and I have one girl that, she's not dancing as much anymore, they get to the point to where sometimes they don't. She's deaf, but she knows what I'm saying by watching the other dancers, so I thought that would be kind of cool if I could learn sign language, but I just never did. It's one of those things where if you don't use it all the time you can't communicate, you have to be able to sign, to do it enough, and I just don't do it enough to be able to do that.",childhood;family;parents,
,RS,And do you square dance and 2-step?,homophobia;dance,
,D,"I do square dancing, I don't 2-step. I do western themed parties where I'll teach some easy line dancing. People are like I want to learn slap and leather, no I won't teach you that. Something that's easy that everyone can get up and do, that's the stuff I do for western parties. And I teach square dancing, and of course when I did do my transition I lost a lot of my bookings, when I finally became Desirey. So I don't call anymore for the... normal, if you wanna call it that, the normal group, I don't call anymore for that, I typically just call for my Handicapable dancers. There was an article done by a writer, KCET... on how, because of who I am and cause who my kids, I call them my kids, who they are, how we kinda connect and they are misunderstood for who they are and sometimes they get ridiculed, how I was misunderstood how I get, used to get ridiculed. Some of these kids, they still do know me as Rey, and they'll still say he, and sometimes some of them will call me Rey, but I don't, I don't get mad at them, cause I know who they are. But there are other callers, other people that still remember me and they call me Rey, they'll call me he, and I'm like, ""Hello?"", and they're like, ""Well I just remember you from back then,"" and I'm like, ""Been a female for, since, hello, you know, 2000, when I started my transition, come on, get with the program.""",homophobia;dance,
,RS,"Do you think, you said you lost some bookings, was that simply because you were recovering-",homophobia;dance,
,D,"No, I think it was a lot of from my transition, a lot of, a lot of people couldn't quite. But it's weird because I called one dance as Desirey, and I remember there was this one older couple, I knew them from this club that Janet and I went to, and... oh first call... ... and I remember them dancing that night and they came up later on and they said ""Wow,"" and I'd go, ""What?"" And they go, ""Your calling has gotten 10 times better, you're happier, your voice,"" and I'm like thank you, so, I guess for me to be me, it showed even in my square dance calling.",homophobia;dance,
Start 3rd file,RS,"So I was just wondering, over the, time that you've been here, what almost 20 years, in gay rodeo, what are the biggest changes you've seen?",igra;family,
,D,"More families, more kids, I have noticed that, first coming out to the rodeos it wasn't as many kids, and one of the things that, as royalty, that I was bringing up as the fact that we are getting more gay couples that are having kids, and they're coming to the rodeo, and we need to start doing more, family oriented stuff. San Francisco did some really neat thing, they had a play area, but it was filled with corn kernels, and my kids had a blast in there. I mean they were just digging in there and coming out of all of these corn kernels they had in there, kind of like a big sandbox but out of corn kernels. But I think with more gay couples getting children, adopting or however, however we have them, or get them, I think we should start doing more family oriented stuff. And I mean I understand that, where the rodeo came from, and a lot of it is still the drag queens, and there is still a lot of drinking, but we need to start gearing, looking our focus, we have that, that's good, it keeps our major, the majority of people who come to the gay rodeo, keep them happy, but at the same time, for the parents, the couples that do bring out their kids, I think we ought to do something for them. And that's one thing that Red, the guy I compete with, and my kids, they end up calling him uncle Red, and he does things with the kids: teaches them how to rope, or plays bulls with them, or whatever. He's just a big kid at heart, he'll get the squirt guns out or whatever. So I think that's kind of neat, there's someone like him, to keep the kids busy.",igra;family,
,RS,"And as someone who does, camp events, what do you think the sort of value of having those types of events at the gay rodeo is?",events,
,D,"Well, I mean, I think mostly our camp events is geared for us, and it does, I think a lot of the spectators get a lot out of it. It's something they chuckle about, they have fun watching, weather its putting underwear on a goat or watching a guy in drag trying to get up on a steer and cross the 70 foot line. But that's our draw, that's our draw, that's why everybody comes. I mean I'm not saying everyone comes just to see the camp events, but they do have a tendency to stay in for that. That's why you notice the wild drag is at the end, because they're trying to keep the people in the seats, that’s what makes us unique, I think. When I talk about rodeo and I talk about it to people that might do the straight rodeo... they just don't understand. It was funny talking about straight rodeo, I took the kids, because my kids have gone to gay rodeos all the time, and as you can see they're running up and down the bleachers, they're running around with Red, just all over the place. So I took them to a straight rodeo, and Janet and I were sitting there, and the events, not all the same but there's a few, but my kids were running up and down the bleachers, and a lot of the people there -- not giving me the evil eye, but like why aren't you controlling your kids? And I was like, ""Sorry, my kids are used to a different rodeo,"" a rodeo that's more like a big family reunion than it is a rodeo for them, because I've been competing for so many years that, for them, they get to see all these. Just like today, half a dozen people coming up to me saying, ""I haven't seen your kids in so long, they've grown, they've gotten bigger."" A lot of them have seen them when I first brought them out and they were babies, Ciara was in a baby thing. Christopher, all of them, so, not only for this rodeo, they watch the kids, grow, in the rodeo. Like, when they have the community goat dressing, my kids usually compete in it, and they help them out. There's always some cowboy that's gonna help them out, and they get a kick out of it. So then when I talk about putting them into a junior rodeo, and they say, I want to do what you do, I want to do goat dressing and steer deco, I'm like, ""They don't do that in those rodeo's, I'm sorry you're gonna have to do the stuff they do in their rodeo."" That's kinda where it’s at, the camp events, that's what makes us a gay rodeo, that's what makes us fun. And you know, girls get to compete at some of the same stuff guys get to compete in, steer riding... bull riding, chute dogging, you don't ever see a girl competing in throwing down a steer, you don't see it. But, in our rodeo, whatever the guys do, the girls can do it. Have at it, if you want, if you're game to do it then do it. So that's one thing that's nice about our rodeo is that we don't have that gender thing of saying, ""No, I'm sorry you're a girl, all you can do, like in those other rodeos, is barrel racing, you can't do bronc riding you can't do, some of these other events, all you got is barrel racing, that's it."" Whereas in our rodeo, and even for our guys, the guys do barrel racing, the guys do pole bending, the guys do some of the events that, in a straight rodeo would be predominantly a female type sport.",events,
,RS,"So, a couple of other people have mentioned to me that, rough stock events aren't as popular as they once were in the association, that bronc riding for instance, isn't offered today, why do you think that would be?",events;injuries,
,D,"I think for us, a lot of us still have jobs, we still have to get up and go to work. We still have to get up on Monday morning and be able to do our job. We're not, a lot of us are not 100% rodeo that's all we do, where as you see in some of these other rodeos, that's their job, they go from rodeo to rodeo. Ours is, the basic bottom line is ours is for fun, you're coming out you're having fun. So there's not many people that are... probably fluent in that event to provide it. if you only got maybe one person, what's the use in having the event, that person is gonna win, but at the same time you only got one person. If there was enough people that were interested in it, then maybe it would be something that was beneficial, but there isn't, and at the same time, even though we do provide bull riding, I  think everybody associates rodeo with bull riding. The first thing people say about rodeo is, even for me, they're like so you ride a steer, or bull, no, I just wrestle them around a couple times, and they find that, kinda hard to believe, ya I don't do chute dogging, I'm not gonna throw them on its back, there's no way my body strength can do it, I don't think, because I had back surgery, I have 2 screws holding my right foot together, there's just, I mean I would love to try it, just to say I did it, just the same thing with steer riding. I wouldn't mind trying it once, although Janet would probably shoot me, if I did. When I was with my first wife, I was stationed at Edwards Air Force base, they had a rodeo team, I wanted to join, because prior to going into the military, me and this guy I knew, in Redding, we were gonna go into team roping, and I was training to do heeling, get into heels. But I ended up going into the air force so we didn't get to compete. But they were actually looking for someone to ride bulls, ""Well we're gonna train you on a baby bull,"" and I'm like ""yeeaaahhhh, I've got 2 kids, I don't know if I should be -- ."" And that's the thing a lot of us, we have to think about that. Hey, I've gotta get up on Monday morning and go back to work, and my job, I don't sit behind a desk or something like that, so I have to be able to do what I have to do, the next day. But for rough stock, the ones that we have are the ones that people want to watch: throwing a steer on its back, steer deco is somewhat rough stock cause the fact that you're wrestling that. But it's also somewhat camp because who ties a ribbon on a steers tail, not that we're tying it. But in a roundabout way, that's what we're doing. So I think what we do as far as rough stock, it's enough, it brings in the people and they get to stay and they get to watch, it's just like in Nascar, people say you don't go to Nascar to watch the cars go around the track, you actually watch it so you can see if there's gonna be an accident, a crash, I think it's the same thing. It's good to watch, but after a while you wanna see that F-ing train wreck, it's not funny but we do play with 1,000 pound animals and anything can happen. Like I said, I've been laid out on the arena, it's not fun, I've had my foot stepped on, that's not fun, butted heads with a steer on wild drag. It's part of the adrenaline rush that we get, even my boss, when I was leaving today, leaving yesterday, he was like, ""You better be careful, you better come back to work,"" I'm like, ""I'll be careful, don't worry.""",events;injuries,
,RS,"And as someone who has really brought up your kids around this, what would you hope for the future of the association?",igra;family,
,D,"For me... I don't really have a whole lot as far as where do I see myself, as far as the association. I just continue to support it, whatever way I can. In 2015 when they asked me to be royalty and I was like ""Ahhh, been there done that, it's a lot of work."" You try to, as... you know even as empress you try to travel, cause that's the way you promote your organization you gotta travel, you spend money because you don't get a travel fund, it comes out of your pocket. And then representing, looking nice, your outfits, whatever. So I try to support the rodeo, and I just want to see it continue to thrive. What I wouldn't mind seeing is, a little on down the line, if my kids were able to compete, not that they had to be gay, or even Ciara be a lesbian, but just that if they get to that point that they would like to, to compete, that would be kinda neat. I don't, I haven't really looked at the bylaws, I would think they would have to be at least 18 to compete. But that would be neat. if they were to follow someone in their footsteps, and compete in some of these events that I do, but if they find interest in it that's fine, if they decide no, they just wanna keep continue go with momma just to watch it that's fine too.",igra;family,
,RS,"Well they are trying to put underwear on dogs, so",igra;family,
,D,"Yes, they are putting underwear on dogs or trying to ride Lance in the backyard which is kinda funny, but who knows? For me I just try to give them every opportunity to try everything that's out there, I'm not gonna sit there and say no you can't do that it's too dangerous. There's danger in everything. We have property out in the desert, and they ride motorcycles, they ride quads, I have BB guns, I have a bow and arrows. So, I just try to teach them to be safe, and teach them to be, got to know your equipment, whether it’s a motorcycle, a quad, or a thousand pound animal, that you're trying to put a ribbon on its frickin tail, so it's one of those things.",igra;family,
,RS,"As a cowgirl, what does it mean to you to be able to compete as a cowgirl in these rodeos?",cowperson,
,D,"Oh, it's the ultimate -- I mean for me, I had put on Facebook prior to coming out here that I was real nervous, because I had started my recovery last year. Spent a few years in Kaiser, addiction medicine. Last year's rodeo, I was only like 14 days sober, which was still new, and this year, I'm over a 100 and some odd days, or over a year sober. So for me, it's the adrenaline rush. I mean, it's knowing that I get to do something that I've always dreamed about doing is competing in a rodeo, I may not be doing team roping, I mean I don't own a horse. First thing everyone asks me, ""So you own a horse?"" ""No."" I keep on joking with my wife I want a horse, but they're expensive and I think my RV costs us enough. But, for me it's just fun and it's the comradery , I get to see a lot of people that I've seen in the circuit since I've started. And then to just, some of the I look up as being the pros, the ones that really, always seem to get the buckles, always seem to get the number one ribbon tell me, ""Good luck, you'll do good."" Like when I posted on Facebook, that I was nervous about coming out here, how many responses I got saying ""Girl you got this, it’s like riding a bike don't worry, you'll get it done."" So that was nice, people encouraging me and saying, ""You can do this, you got this, don't worry about it."" Getting out there for the first time, in steer deco, I was a little nervous, and a little apprehensive about getting behind the steer and putting a ribbon on them, but once I did it felt good, felt good. Same thing with goat dressing, I'm sure I'll have the same jitters for wild drag, but once I've got that thousand pound animal coming at me, it'll all go out the window.",cowperson,
,RS,Well is there anything else you wanted to say?,,
,D,"No, this has been real interesting. Glad I could help out, if there's anything else you need to ask, you got my email.",,
,RS,Thank you so much.,,
,D,"Just give me a call, or send me an email, I'll answer whatever questions you felt didn't get answered.",,
,RS,"Amazing, thank you.",,
,D,You're welcome.,,
