timestamp,speaker,words,tags,
,PT,"It was in Charlie's in the basement of the administrative IGRA office. And it was all there, in these big heavy duty shelves and I had put them all into these large really long, file boxes. And had them all in order by year, by rodeo blah blah blah. And so I had them, so by the time Gregory and I finished going through, I kept what, I felt, IGRA should have. And then we sent the others and Tommy Channel and myself drove to Erving California and... put together, I mean, sit with us we had to actually get a special... SUV large SUV, a suburban because the weight, there were 22 of those boxes full to the brim, of programs, flyers, everything you could possibly think of IGRA. And so when Gregory had approved us and said the opportunity was due it was the same time Brokeback mountain had just came out, and so the understanding we had was it was gonna go on display right away and when we arrived there I had to sign off on there, meaning it was no longer our property but theirs, and it was difficult. I had a real difficult time signing that piece of paper. I hesitated and hesitated and said you know what I don't know if I can do this. But then I kept thinking for the future of people and studying, researching as yourself, and doing this it will benifit. So I finally signed the piece of paper, I have to this day still have that piece of paper that I kept myself took a copy and put it in the archives but I kept the one I signed, to myself and, I just you know we dropped that off so we were anticipating it was gonna go on display, fairly quickly and I don't know if you've talked with Gregory in depth and everything else but at the time the Brokeback mountain the two guys shirts had been donated some guy bought them and didn't know what to do with them but he had wanted to but them, I think they said he paid 40 thousand dollars for them, so he donated them to the Autry with the understanding, that they were going to be displayed immediately, and so that's where we thought our archives were gonna go in conjunction with that and we're gonna be displayed. Unfourtunatly that didn't happen it took a few years for them to archive it and catalog it all and everything else and we had people from associations if they were in Burbank California area that they would go to, but and they never allowed, never anything was allowed to leave the Autry, it was never allowed to leave the library you checked it out but you could only do your research right there you could not take it home with you there was nothing to take. Unfortunately the archives was never really fully displayed, but there was a, like a ceremony and everything else and Mrs. Autry was there, unfortunately I wasn't able to make the event but I, it was okay, everybody knew, that I had done this, and that was probably one of the biggest highights of my entire time with IGRA. It was so gratifying, and just the whole idea that I knew someday somewhere, that it would come into play. And you know, people have researched, people have gone and researched. We did have, some of ours was on display for a while I don't know that it still is but you know, so it was a little disappointing that we anticipated i'd go farther than it did, but the fact is, it's all cataloged it's all there, at the Autry museum and Mrs. Autry was so, she could not get over, she said I have never seen any organization that kept so many things, you know? And archived them and I said... and I was. So she congratulated me on doing that and send it through people. She told me, and that to me was the top of the, here was all that it had come to fold and had come, it was now going to be put to use, rather than sitting in the boxes in the closet down at the office at Charlie's. In the basement it, but yet we still had ours.",,
,RS,"So, one thing that really struck me going through the archives was that a lot of people when they do archive rodeo things, they do flyers and they do programs but they don't do, filing of complaints, or they don't keep stock contractor agreements, they don't keep that sort of business side, and I'm wondering how you decided which of those sort of those business end of things to keep in the archive?",,
,PT,"Well I mean it was more of the how International Gay Rodeo Association Board felt about it, whether or not they wanted that released, because of people at the times, it was just starting to get better, but people's names and everything else were associated and they wanted to remain anonymous so we were, we had an obligations to our members to keep that quite, keep that as quiet as possible. So therefore it was difficult to pass on that stuff, we kept all of it, and still have it, and it's currently being stored up in a semi trailer bed that we share with the Colorado Gay Rodeo Association, the International does in storing in this big semi trailer.",,
,RS,And for the pieces you've kept that's really helped Frank Herel construct his online archive.,,
,PT,"Correct. He took it to yet another level, a level that I never even envisioned would happen, and it's just been absolutely wonderful and it's made, its brought Tom and Frank and myself so close, we are so close it's amazing because he continued, making my dream come true, and making it happen. So we still have a lot of the paperwork and everything else, but you know that basic stuff that I kept when Greg and I went through it, went over to Tom and Frank and from there Tom and Frank, Frank and I helped some, we put together, started cataloging ourselves and putting it so that we could put it on our website so people could see this, and if you go under our website you go in there you can pull up, by rodeo by year if we have the program and we have almost all of them there. We've gotten down to I think in the 20's, it might even be lower than 20 now as far as programs, people have discovered and have come forward and have given, so thats all been done and that just was, to me was, it was my dream come true, that I knew someday somehow this would be important and with technology where its gone and everything else we don't do posters very much anymore, flyers all that it's all electronic and, but we still have the programs, not always do the associations elect to do a program. But we still, if they do we still collect it and Frank archives it, and keeps it on the website and its a very, very interesting portion of the website to go to, you can get a lot of information, a lot of stuff that I learned over the years that I didn't even know occured, and finding out more and more and I'm still finding out more and more about Gay Rodeo that existed beroe CGRA or IGRA were created, that was going on, and then the big, thrown out of Reno Nevada for our finals rodeo and not being able to have that take place, after contestants were up there and ready to go and everything and it was very difficult but we managed to make that, event and or time still be part of, gay rodeo. And you know, all arounds, we that year that they couldn't have the finals rodeo they gave, at that time there were 2 divisions, and they gave the persons that had the total points both men and women division 1 division 2, their buckles as all around buckles, because the buckles had been ordered everything was in place but then they couldn't have the rodeo so did that, that's why if you look at spreadsheets that i've done for years and years and years and I still do, and I send the updated information to the announcers for the rodeos just you know, all the people that won, how many they've won by year, everything else and it took a long time to put that together I mean I had to do a lot of researching and look, and looking up stuff myself, but people love it, they love that information and it once again makes me feel so proud, to be a part of this and do this. And I'm still doing, even though these last two years I took off I still updated the information and everything else and there's a big spreadsheet that has all the women, all the men, that have ever won, all around at any rodeo and or finals, but what's interesting this year is actually the 31st... World Gar Rodeo Finals, but the one year we awarded 2 all arounds both men and women, that scews it to make it one more so there's 32 years because I felt it still needed to be recorded, and was important and, we've been working on we just celebrated the 500th rodeo, or 500th gay rodeo event. Have to be careful I say it to make sure I get it all in it wasn't just rodeos but it was other events that have taken place and I tried to keep on top of it as much as possible but then when I went from the office it was more difficult for me to keep that updated and everything else, so then another gentlemen in the last 2 years came forward, Rodger Bergman and he, went through everything and all that, now him and I still have a little bit of disagreement on which actually is the 500th rodeo, but you know, it's there, it's there it's just a matter of when, but it was decided by the board of directors and everything else that the 500th rodeo was the Bay area rodeo outside of San Francisco up in the Rushing River this year.",,
,RS,And were you able to make that one?,,
,PT,No I didn't I wasn't able to make that one this is my first rodeo besides Denver's rodeo that I've gotten back into and so.,,
20:20,RS,"So as a at home archivist, is there, like one poster or program something that you think of as your just favorite thing?",,
,PT,"You know I try, I really do but just when I think I have it, I look at another one and it's, so it's so hard for me because it brings back for me so many memories. People I have met, one of our biggest all around cowboys ever was featured on front page, I mean on the cover of the program the year the finals after he had past away and that one was my favorite for so long because I was such good friends with that gentlemen and",,
,RS,Can I ask who it was?,,
,PT,"Greg Olsen, Greg Olsen. And, I went to his memorial service and everything but, it was my favorite, and then others started coming up and you know as electronic and everything else evolved, things become fancier you know and everything else and so it's very difficult for me to really pinpoint one thing because, I can give an excuse or a give an answer to every single one of them, *laughs* and so its hard for me personally to figure out.",,
,RS,Well is there anything I haven't asked about that you want to cover?,,
,PT,"Not really I mean I just, you know, the fact that it meant so much to me and doing that project was so gratifying and I have been recognized so many years by the International for that. That was part of my getting into the hall of fame, I'm a lifetime member with CGRA. So if, it's that whole process have my involvement with IGRA or with CGRA and IGRA, is part of archives and come part of the memories that go back I share many many memories I can't even tell you how many rodeos I've gone to because there's, I can't even remember some of them because I went to so many. But its not, numbers not important to me its the fact that, the history of IGRA the International, and the archiving, that means more to me because it's beneficial, it 'll be beneficial down the road in years to come.",,
,RS,What do you think it means to young gay people to have their history documented that way?,community,
,PT,"I don't know that they really... understand archiving, I don't think they really realize it, I know I really didn't until I was older. I was 30 before I came out and so, for me I was more mature and everything the young kids I don't think they really understand archiving and the importance and everything else, they think it just happens, museums just happen this stuff happens created now I bet, it doesn't. So I would say most people, most of our young folks... don't collect like, the you know, I did and like a few others, there's another gentlemen that honest to god, his place in Arizona his name is Dan Iverson and he has collected and he has two trailers full of it, to the door, full of programs and stuff like that. He's got entire practically entire basement full of it, and everything else and he's very protective of it he doesn't like to give it up I had to beg on some of them to give to make it so that we had our archives and I was never, I've never been able to go down there and spend enough time to go through all of it cause I'm sure if I did with all of it that he has collected over the years and everything cause he was one of the right in the early years and he was actually was Greg Olsen's partner in events in the camp events for years and they were very identifiable they wore shirts with polka dots of them and they were the same in everything else, and it identified. But ya he saved his stuff and everything else but every time I've gone to his house he's been, and oh I see something and he's like umm and like please can I have just one I'm sure you've got another one, just so that we can make our's complete and he's good he's really good about it. But I've never got the opportunity to go down there and actually go through everything and I really should before, you know... too late, you know or something happens, maybe to them I don't know how long he's gonna keep those trailers full that sit on his property and all these archives these just, filing cabinet after filing cabinet after filing cabinet in the basement in his house full of all this stuff, and like I said I think we could pretty much complete it but it would take a lot of time to go through all that stuff to find, because he wasn't necessarily organized in filling it like I was, he all, kind of thrown together just so it could be, various years could be intermixed and stuff like that. Maybe someday, maybe someday, can get down there and do it but I think what we have put together, and I say we because Frank and Tom and Brian Rodgers and everyone and people that have served on the committee have spent a lot of time doing this but its all for the good of the organization and to get out and really show what we are. ",community,
,RS,Well thank you so much for your time.,,
,PT,"Absolutely. If you have any other questions I mean feel free to contact me, you have my number.",,
,RS,Wonderful.,,
